,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,dt_year,dt_month,dt_dayofweek,AgeuponOutcome_days,sex,desexed,Breed_is_mix,dogsize
25650,A683403,Koko,2014-09-04 13:15:00,Euthanasia,Medical,Cat,Intact Female,1 month,Manx Mix,Blue/White,2014,9,3,30.0,Female,No,True,u
25651,A702001,Ace,2015-05-11 18:32:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,2015,5,0,365.0,Male,Yes,True,m
25652,A668748,Peaches,2013-12-18 14:38:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Cream Tabby,2013,12,2,730.0,Male,No,True,u
25653,A703938,Shay,2015-06-13 14:50:00,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever/Rottweiler,Black,2015,6,5,240.0,Female,Yes,False,m
25654,A700358,Lbee,2015-06-08 18:33:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,2015,6,0,60.0,Male,Yes,True,u
25655,A671233,Snowball,2014-01-23 17:01:00,Adoption,,Cat,Neutered Male,2 months,Snowshoe Mix,Seal Point,2014,1,3,60.0,Male,Yes,True,u
25656,A696666,Clint,2015-02-19 14:58:00,Transfer,Partner,Dog,Neutered Male,10 months,Flat Coat Retriever Mix,Black,2015,2,3,300.0,Male,Yes,True,m
25657,A678011,Rhino,2015-01-16 17:32:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Gray/White,2015,1,4,730.0,Male,Yes,True,m
25658,A713421,,2015-10-07 08:30:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Black/White,2015,10,2,60.0,Female,No,True,m
25659,A699264,Peeps,2015-03-25 11:26:00,Transfer,Partner,Dog,Intact Female,3 days,Lhasa Apso Mix,White/Brown,2015,3,2,3.0,Female,No,True,s
25660,A716896,Jingle,2015-12-21 18:35:00,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,2015,12,0,365.0,Female,Yes,True,m
25661,A689451,,2014-10-05 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Brown Tabby,2014,10,6,730.0,Female,No,True,u
25662,A678639,,2014-05-22 13:37:00,Transfer,Partner,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White,2014,5,3,730.0,Female,Yes,True,m
25663,A708205,Eustace,2015-08-19 13:33:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,2015,8,2,1825.0,Male,Yes,True,u
25664,A686440,,2014-08-22 11:23:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,2014,8,4,28.0,Female,No,True,u
25665,A702183,Riley,2015-05-26 19:24:00,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown,2015,5,1,730.0,Female,Yes,True,u
25666,A682643,,2014-07-04 11:30:00,Died,In Foster,Cat,Intact Male,5 weeks,Domestic Shorthair Mix,Black/White,2014,7,4,35.0,Male,No,True,u
25667,A667363,Peluchin,2013-11-21 09:20:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,German Shepherd/Labrador Retriever,Brown/Black,2013,11,3,730.0,Male,Yes,False,l
25668,A705795,Lenora,2015-07-01 12:01:00,Transfer,Partner,Cat,Intact Female,3 weeks,Snowshoe Mix,Seal Point,2015,7,2,21.0,Female,No,True,u
25669,A708999,Daisy,2015-12-15 11:00:00,Adoption,Foster,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Brown Brindle/White,2015,12,1,365.0,Female,Yes,True,m
25670,A687066,Blaze,2014-08-31 17:12:00,Return_to_owner,,Dog,Neutered Male,10 months,Pit Bull Mix,Gray/White,2014,8,6,300.0,Male,Yes,True,m
25671,A679655,,2014-05-24 15:31:00,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange,2014,5,5,730.0,Male,Yes,True,u
25672,A709247,,2015-08-06 14:31:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,2015,8,3,14.0,,,True,u
25673,A687879,,2014-09-12 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,2014,9,4,365.0,Female,No,True,u
25674,A659827,Gidget,2013-11-02 16:37:00,Adoption,Foster,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,2013,11,5,1460.0,Female,Yes,True,m
25675,A697133,Gucci,2015-02-22 16:43:00,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Poodle/Chihuahua Shorthair,White,2015,2,6,1095.0,Female,Yes,False,s
25676,A581151,Molly,2013-10-06 11:19:00,Return_to_owner,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/White,2013,10,6,2190.0,Female,Yes,True,m
25677,A708961,Kiwi,2015-08-15 11:25:00,Adoption,Foster,Dog,Neutered Male,10 years,Miniature Poodle Mix,Gray,2015,8,5,3650.0,Male,Yes,True,s
25678,A717430,D Dog,2015-12-17 18:18:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,2015,12,3,730.0,Female,Yes,True,m
25679,A701356,Possum,2015-05-05 19:16:00,Adoption,,Dog,Neutered Male,8 years,Chihuahua Longhair Mix,Tricolor/Brown,2015,5,1,2920.0,Male,Yes,True,s
25680,A664211,Arnold,2013-10-17 15:34:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair,Blue Tabby,2013,10,3,30.0,Male,No,False,u
25681,A629747,Otis,2014-08-05 07:52:00,Adoption,Foster,Dog,Neutered Male,3 years,American Bulldog Mix,Brown Brindle/White,2014,8,1,1095.0,Male,Yes,True,l
25682,A683255,Arthur,2014-07-18 10:38:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,2014,7,4,30.0,Male,No,True,u
25683,A702388,Blaise,2015-05-19 18:22:00,Return_to_owner,,Dog,Neutered Male,2 years,Silky Terrier Mix,Brown/White,2015,5,1,730.0,Male,Yes,True,s
25684,A693679,Wilson,2014-12-13 13:42:00,Return_to_owner,,Dog,Spayed Female,11 years,Labrador Retriever Mix,Chocolate,2014,12,5,4015.0,Female,Yes,True,m
25685,A711715,Dena,2015-10-11 19:59:00,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,2015,10,6,365.0,Female,Yes,True,m
25686,A668515,Juliette,2013-12-08 18:53:00,Adoption,,Dog,Spayed Female,4 months,Jack Russell Terrier,White,2013,12,6,120.0,Female,Yes,False,s
25687,A686889,Kristy,2014-09-12 18:12:00,Adoption,,Dog,Spayed Female,10 months,Australian Cattle Dog Mix,Brown Brindle/White,2014,9,4,300.0,Female,Yes,True,m
25688,A707046,Jameson,2016-02-05 07:51:00,Euthanasia,Rabies Risk,Dog,Neutered Male,3 years,Siberian Husky Mix,White/White,2016,2,4,1095.0,Male,Yes,True,m
25689,A693638,,2014-12-20 16:16:00,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,2014,12,5,730.0,Female,Yes,True,l
25690,A670215,Pinguis,2014-01-05 18:53:00,Return_to_owner,,Dog,Neutered Male,1 year,Boston Terrier Mix,Black/White,2014,1,6,365.0,Male,Yes,True,s
25691,A696667,,2015-02-10 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Medium Hair Mix,Black,2015,2,1,365.0,,,True,u
25692,A709598,Janey,2015-08-29 13:23:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,2015,8,5,60.0,Female,No,True,u
25693,A715299,Scout,2015-11-13 13:54:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015,11,4,60.0,Male,Yes,True,u
25694,A677052,,2014-04-22 17:13:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2014,4,1,60.0,Male,Yes,True,u
25695,A708894,Belle,2015-09-05 17:32:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,2015,9,5,365.0,Female,Yes,True,u
25696,A678127,Bran,2014-06-16 13:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,2014,6,0,60.0,Male,Yes,True,u
25697,A703404,,2015-05-24 13:43:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,2015,5,6,14.0,,,True,u
25698,A665761,,2013-10-24 18:45:00,Adoption,,Dog,Spayed Female,4 months,Pointer Mix,Black/White,2013,10,3,120.0,Female,Yes,True,m
25699,A673466,Guinness,2015-10-08 15:22:00,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Catahoula/Chinese Sharpei,Brown Merle,2015,10,3,1460.0,Male,Yes,False,u
25700,A705684,,2015-06-24 16:44:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,2015,6,2,60.0,Female,Yes,True,u
25701,A679710,Boscoe,2014-06-11 15:02:00,Adoption,,Dog,Neutered Male,5 months,Border Collie Mix,Black/White,2014,6,2,150.0,Male,Yes,True,m
25702,A686094,Lover Boy,2014-08-25 16:49:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,2014,8,0,120.0,Male,Yes,True,u
25703,A718203,Crissy,2016-01-06 18:48:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,2016,1,2,730.0,Female,Yes,True,m
25704,A699357,Finn,2015-04-30 14:44:00,Transfer,Partner,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,White/Red Tick,2015,4,3,180.0,Male,Yes,True,m
25705,A695854,Riley,2015-02-15 14:17:00,Adoption,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,2015,2,6,730.0,Male,Yes,True,m
25706,A630172,Hazel,2015-02-10 16:47:00,Euthanasia,Aggressive,Dog,Intact Female,3 years,Pit Bull Mix,Brown/White,2015,2,1,1095.0,Female,No,True,m
25707,A671312,Betty,2014-02-01 16:56:00,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Black/White,2014,2,5,1095.0,Female,Yes,False,s
25708,A693841,Bono,2014-12-21 17:14:00,Adoption,,Dog,Neutered Male,3 years,Australian Shepherd/Alaskan Malamute,Blue Merle/White,2014,12,6,1095.0,Male,Yes,False,m
25709,A712856,Hazel,2015-10-14 12:25:00,Transfer,Partner,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Schnauzer,Buff,2015,10,2,365.0,Female,Yes,False,s
25710,A702188,Judge,2015-05-13 15:04:00,Transfer,Partner,Dog,Neutered Male,10 months,German Shepherd Mix,Black/Tan,2015,5,2,300.0,Male,Yes,True,l
25711,A673599,,2014-03-07 18:15:00,Return_to_owner,,Dog,Intact Female,2 weeks,Chihuahua Shorthair Mix,Black,2014,3,4,14.0,Female,No,True,s
25712,A664736,,2013-10-11 12:08:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,2013,10,4,60.0,Male,No,True,u
25713,A715228,Hambone,2015-11-06 12:50:00,Transfer,Partner,Dog,Intact Male,2 years,Beagle Mix,Black,2015,11,4,730.0,Male,No,True,m
25714,A717140,,2015-12-06 19:30:00,Return_to_owner,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,2015,12,6,1095.0,Female,Yes,True,u
25715,A697897,,2015-03-03 09:31:00,Euthanasia,Suffering,Cat,Intact Male,3 years,Domestic Longhair Mix,Brown Tabby,2015,3,1,1095.0,Male,No,True,u
25716,A697016,Chacha,2015-02-20 19:08:00,Adoption,,Dog,Spayed Female,1 month,German Shepherd Mix,Sable,2015,2,4,30.0,Female,Yes,True,l
25717,A696939,Buddy,2015-12-17 11:57:00,Adoption,Foster,Dog,Neutered Male,6 years,English Coonhound Mix,White/Tan,2015,12,3,2190.0,Male,Yes,True,u
25718,A719314,Iceman,2016-01-20 18:59:00,Adoption,,Dog,Neutered Male,2 months,English Pointer Mix,White/Tan,2016,1,2,60.0,Male,Yes,True,u
25719,A703625,Jojo,2015-06-18 16:53:00,Adoption,Foster,Dog,Spayed Female,3 years,Chihuahua Longhair Mix,Black/Gray,2015,6,3,1095.0,Female,Yes,True,s
25720,A707422,,2015-07-13 14:45:00,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,2015,7,0,60.0,Female,No,True,u
25721,A606728,Bessie,2015-06-03 15:23:00,Return_to_owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,2015,6,2,2920.0,Female,Yes,True,m
25722,A675762,Rusty,2014-12-07 17:12:00,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog/American Staffordshire Terrier,Tan/White,2014,12,6,730.0,Male,Yes,False,l
25723,A715682,Diamond,2015-11-09 15:34:00,Return_to_owner,,Dog,Intact Female,8 months,Pit Bull Mix,White/Brown,2015,11,0,240.0,Female,No,True,m
25724,A666139,Luna,2013-12-01 15:06:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,2013,12,6,365.0,Female,Yes,True,m
25725,A707649,,2015-07-15 17:56:00,Euthanasia,Suffering,Dog,Intact Male,10 years,Shetland Sheepdog Mix,Brown,2015,7,2,3650.0,Male,No,True,s
25726,A667032,Monkey,2013-11-21 15:00:00,Transfer,Partner,Cat,Unknown,3 months,Domestic Medium Hair Mix,Brown Tabby/White,2013,11,3,90.0,,,True,u
25727,A683109,Fox,2014-07-08 11:56:00,Return_to_owner,,Dog,Neutered Male,12 years,Weimaraner Mix,Blue,2014,7,1,4380.0,Male,Yes,True,l
25728,A690610,Scooby,2014-10-29 16:49:00,Adoption,,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,White/Brown Brindle,2014,10,2,240.0,Male,Yes,True,m
25729,A677476,Rommel,2014-04-30 17:31:00,Adoption,,Dog,Neutered Male,3 months,Rhod Ridgeback Mix,Tan/White,2014,4,2,90.0,Male,Yes,True,l
25730,A679873,Red,2015-04-07 18:51:00,Return_to_owner,,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Tan,2015,4,1,365.0,Female,Yes,True,s
25731,A688122,Grace,2014-09-18 12:01:00,Euthanasia,Suffering,Dog,Spayed Female,12 years,Australian Cattle Dog Mix,Brown/White,2014,9,3,4380.0,Female,Yes,True,m
25732,A693168,,2014-12-03 14:00:00,Transfer,Partner,Dog,Intact Female,2 days,Labrador Retriever Mix,Black/White,2014,12,2,2.0,Female,No,True,m
25733,A711886,,2015-09-13 12:44:00,Euthanasia,Suffering,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Gray Tabby,2015,9,6,1095.0,Male,Yes,True,u
25734,A670125,,2014-01-07 17:18:00,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black,2014,1,1,1095.0,Female,Yes,True,l
25735,A644204,Puma,2014-02-10 16:34:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Cream Tabby,2014,2,0,1095.0,Male,Yes,True,u
25736,A692579,,2014-11-29 12:43:00,Transfer,Partner,Dog,Intact Female,3 months,Jack Russell Terrier Mix,Chocolate,2014,11,5,90.0,Female,No,True,s
25737,A686532,Izy,2014-08-30 12:37:00,Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier/Australian Cattle Dog,White/Brown,2014,8,5,60.0,Female,Yes,False,s
25738,A716161,Snoop,2015-11-15 17:56:00,Return_to_owner,,Dog,Neutered Male,8 years,Pit Bull/Labrador Retriever,White/Brown,2015,11,6,2920.0,Male,Yes,False,m
25739,A666535,,2013-11-07 14:27:00,Transfer,Partner,Dog,Intact Female,11 years,Pomeranian Mix,Black/White,2013,11,3,4015.0,Female,No,True,s
25740,A670441,Lorenza,2014-01-11 11:14:00,Return_to_owner,,Dog,Spayed Female,2 years,Boston Terrier,Black/White,2014,1,5,730.0,Female,Yes,False,s
25741,A698844,Eli,2015-03-19 15:10:00,Return_to_owner,,Dog,Neutered Male,2 years,Anatol Shepherd,Black/White,2015,3,3,730.0,Male,Yes,False,l
25742,A668141,Lucky,2013-12-28 15:45:00,Return_to_owner,,Dog,Intact Male,3 years,German Shepherd/Labrador Retriever,Brown,2013,12,5,1095.0,Male,No,False,l
25743,A663965,,2014-01-30 12:03:00,Adoption,Foster,Dog,Neutered Male,4 months,American Bulldog Mix,White/Brown,2014,1,3,120.0,Male,Yes,True,l
25744,A713040,Max,2015-10-06 17:34:00,Adoption,,Dog,Neutered Male,4 months,Pit Bull Mix,Tan,2015,10,1,120.0,Male,Yes,True,m
25745,A683471,Frida,2014-07-25 18:01:00,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black/White,2014,7,4,240.0,Female,Yes,True,u
25746,A713146,,2015-10-10 14:57:00,Transfer,Partner,Dog,Spayed Female,7 months,Pit Bull Mix,Brown Brindle,2015,10,5,210.0,Female,Yes,True,m
25747,A668546,Harvey,2013-12-23 16:52:00,Adoption,,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue Tabby,2013,12,0,365.0,Female,No,True,u
25748,A578374,Rocky,2015-03-13 11:36:00,Euthanasia,Medical,Dog,Neutered Male,6 years,Pit Bull Mix,Brown/White,2015,3,4,2190.0,Male,Yes,True,m
25749,A698632,Nalu,2015-03-25 13:02:00,Return_to_owner,,Dog,Intact Female,1 year,Finnish Spitz,Yellow/Yellow,2015,3,2,365.0,Female,No,False,m
25750,A666871,,2013-11-12 17:49:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Black/Tan,2013,11,1,730.0,Female,Yes,True,s
25751,A716739,Douglas,2015-11-30 15:26:00,Transfer,Partner,Dog,Intact Male,3 years,Labrador Retriever Mix,Tricolor,2015,11,0,1095.0,Male,No,True,m
25752,A668567,Petey,2013-12-30 14:31:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2013,12,0,60.0,Male,Yes,True,u
25753,A713276,Treasure,2015-10-13 14:36:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,2015,10,1,90.0,Female,Yes,True,u
25754,A700002,Pikachu,2015-04-09 13:18:00,Transfer,Partner,Dog,Neutered Male,15 years,Chihuahua Shorthair Mix,White/Brown,2015,4,3,5475.0,Male,Yes,True,s
25755,A704598,Switch,2015-06-15 15:58:00,Return_to_owner,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,2015,6,0,730.0,Male,Yes,True,m
25756,A717929,Cinnamon,2015-12-22 19:23:00,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Calico,2015,12,1,90.0,Female,Yes,True,u
25757,A684556,,2014-08-02 11:59:00,Transfer,Partner,Dog,Intact Male,4 years,Black Mouth Cur/German Shepherd,Brown/Black,2014,8,5,1460.0,Male,No,False,u
25758,A699984,Reynaldo,2015-04-21 15:58:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,2015,4,1,365.0,Male,Yes,True,u
25759,A703634,,2015-05-28 11:58:00,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,2015,5,3,60.0,Male,No,True,m
25760,A720419,Homer,2016-02-15 18:36:00,Transfer,Partner,Dog,Neutered Male,15 years,Beagle,Tricolor,2016,2,0,5475.0,Male,Yes,False,m
25761,A702140,Barkley,2015-06-21 18:44:00,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,2015,6,6,730.0,Male,Yes,True,m
25762,A705867,Bonita,2015-06-23 18:21:00,Return_to_owner,,Dog,Spayed Female,10 months,Great Pyrenees Mix,White,2015,6,1,300.0,Female,Yes,True,l
25763,A707768,M.F Jones,2015-07-19 15:29:00,Adoption,,Cat,Neutered Male,2 months,Siamese,Blue Point,2015,7,6,60.0,Male,Yes,False,u
25764,A709661,Delilah,2015-09-22 14:23:00,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Tan/White,2015,9,1,365.0,Female,Yes,True,s
25765,A674561,Gibson,2014-10-27 14:51:00,Adoption,,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Red/White,2014,10,0,730.0,Male,Yes,True,m
25766,A714162,Scout,2015-11-25 14:59:00,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Sable/White,2015,11,2,60.0,Male,Yes,True,s
25767,A695021,Nina,2015-03-15 17:20:00,Adoption,,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Tortie,2015,3,6,210.0,Female,Yes,True,u
25768,A701932,Ashley,2015-05-16 17:25:00,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever/German Shepherd,Black,2015,5,5,1825.0,Female,Yes,False,m
25769,A667166,Little Girl,2013-11-20 15:44:00,Transfer,Partner,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black,2013,11,2,330.0,Female,Yes,True,m
25770,A688935,Ross,2015-09-17 14:10:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle,2015,9,3,730.0,Male,Yes,True,m
25771,A685640,Garfield,2014-08-16 13:49:00,Return_to_owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby,2014,8,5,1460.0,Male,Yes,True,u
25772,A715580,Cookie,2015-12-25 14:47:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White,2015,12,4,180.0,Female,Yes,True,u
25773,A664475,,2013-10-04 17:25:00,Euthanasia,Suffering,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,2013,10,4,730.0,Male,No,True,s
25774,A695672,,2015-01-20 12:35:00,Euthanasia,Suffering,Dog,Unknown,11 years,German Shepherd Mix,White,2015,1,1,4015.0,,,True,l
25775,A669221,Mac,2014-01-31 13:42:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Tricolor/Brown,2014,1,4,1095.0,Male,Yes,True,m
25776,A669043,Javi,2013-12-18 18:13:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Chocolate/Tan,2013,12,2,365.0,Male,Yes,True,s
25777,A716797,,2015-11-29 19:23:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby,2015,11,6,90.0,Female,No,True,u
25778,A664971,,2013-10-16 18:43:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,2013,10,2,60.0,Male,Yes,True,u
25779,A676547,Aberdeen,2014-04-14 16:14:00,Return_to_owner,,Cat,Intact Female,8 months,Domestic Shorthair Mix,Brown Tabby/White,2014,4,0,240.0,Female,No,True,u
25780,A710164,Brandy,2016-01-12 09:08:00,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull Mix,White/Red,2016,1,1,1460.0,Female,Yes,True,m
25781,A683527,,2014-07-14 15:24:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair,Black,2014,7,0,30.0,Female,No,False,u
25782,A622036,,2014-12-16 12:41:00,Euthanasia,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby,2014,12,1,1460.0,Male,Yes,True,u
25783,A710880,,2015-08-30 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie,2015,8,6,730.0,Female,No,True,u
25784,A680955,Avery,2014-07-09 13:10:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Buff,2014,7,2,730.0,Female,Yes,True,m
25785,A678784,Minnie,2014-07-13 18:09:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,2014,7,6,90.0,Female,Yes,True,u
25786,A684403,Althea,2014-08-08 15:15:00,Adoption,,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black,2014,8,4,300.0,Female,Yes,True,l
25787,A710902,,2015-08-29 18:33:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange Tabby,2015,8,5,7.0,,,True,u
25788,A714140,Rasta,2015-10-23 14:26:00,Transfer,Partner,Dog,Neutered Male,4 years,Golden Retriever/German Shepherd,Red/Black,2015,10,4,1460.0,Male,Yes,False,m
25789,A674900,,2014-03-20 10:57:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,2014,3,3,3.0,,,True,u
25790,A687212,Chestnut,2014-10-18 16:07:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby,2014,10,5,60.0,Female,Yes,True,u
25791,A674330,Oso,2014-03-12 13:51:00,Return_to_owner,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black,2014,3,2,180.0,Male,Yes,True,m
25792,A660085,Violet,2014-10-11 18:56:00,Adoption,,Dog,Spayed Female,6 years,Cairn Terrier/Affenpinscher,Black,2014,10,5,2190.0,Female,Yes,False,s
25793,A660255,Mitch,2014-01-16 12:48:00,Adoption,,Dog,Neutered Male,6 years,Pit Bull Mix,Tan/White,2014,1,3,2190.0,Male,Yes,True,m
25794,A691648,Penny,2014-11-18 19:02:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2014,11,1,60.0,Female,Yes,True,u
25795,A694244,Gatsby,2014-12-26 14:51:00,Euthanasia,Suffering,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby/White,2014,12,4,1825.0,Male,Yes,True,u
25796,A670120,Lady White,2014-01-07 16:42:00,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle,2014,1,1,60.0,Female,Yes,True,m
25797,A685336,,2014-08-06 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,2014,8,2,90.0,Male,No,True,u
25798,A664094,Sally,2013-10-03 15:15:00,Transfer,Partner,Dog,Spayed Female,2 years,Jack Russell Terrier Mix,Tan/White,2013,10,3,730.0,Female,Yes,True,s
25799,A710747,Poppy,2015-09-07 16:31:00,Transfer,Partner,Dog,Spayed Female,2 months,Toy Poodle Mix,White,2015,9,0,60.0,Female,Yes,True,s
25800,A716086,Waylon,2015-12-20 19:15:00,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby,2015,12,6,60.0,Male,Yes,True,u
25801,A691653,Butterscotch,2014-12-21 12:18:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2014,12,6,60.0,Male,Yes,True,u
25802,A683138,,2014-07-08 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,2014,7,1,90.0,Male,No,True,u
25803,A718927,Ollie,2016-01-21 13:31:00,Adoption,,Dog,Neutered Male,4 years,English Bulldog Mix,White,2016,1,3,1460.0,Male,Yes,True,m
